Section Summaries,KEY:,, = missing sample,RED, = very low sample,, = need to fill in,, = coarsest sample,,,,,,,,,Percentiles,,,% Volume below threshold ,,,,,,,,% Volume,,
Exp,Site,Hole ,Core,Type,Section,Recovered length (m),Curated length (m),Depth,Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),Sample,Mean:,Median (µm),Mode (µm),SD (µm),d10 (µm),d50 (µm),d90 (µm),4,6,10,32,63,125,250,500,% Clay,% Silt,% Sand,
363,U1485,A,14,H,3,1.35,1.35,124.19,125.54,123.993,125.244,85A_14_3-0_7798_01.$ls,6.72,6.23,4,3.76,1.12,6.26,45.9,37.5963,48.9096,60.4224,83.203,97.1367,100,100,100,37.5963,59.5404,2.8633,
363,U1485,A,14,H,4,1.4,1.4,125.54,126.94,125.244,126.542,85A_14_4-0_7799_01.$ls,3.89,3.91,18,2.84,0.917,3.91,16.8,50.756,64.205,76.6503,100,100,100,100,100,50.756,49.244,0,
363,U1485,A,14,H,5,1.38,1.38,126.94,128.32,126.542,127.821,85A_14_5-0_7800_01.$ls,5.33,5.02,4,3.51,0.97,5.02,34,43.4205,54.9424,66.1228,88.9339,99.9977,100,100,100,43.4205,56.5772,0.0023,
363,U1485,A,14,H,6,1.5,1.5,128.32,129.82,127.821,129.211,85A_14_6-0_7801_01.$ls,14.8,17.9,80,4.38,1.7,17.9,82.8,22.4193,29.9468,38.7817,59.0704,78.5424,99.8822,100,100,22.4193,56.1231,21.4576,
363,U1485,A,14,H,7,1.34,1.34,129.82,131.16,129.211,130.453,85A_14_7-0_7802_01.$ls,18.1,30.2,80,4.46,1.81,30.2,88.5,19.93,26.0478,33.3196,51.0219,72.5636,99.7736,100,100,19.93,52.6336,27.4364,
363,U1485,A,15,H,1,1.3,1.3,131,132.3,131,132.3,85A_15_1-0_7804_01.$ls,45.6,74.2,96,3.59,5.4,74.2,125,8.31774,10.616,13.6667,22.4282,40.0004,90.159,100,100,8.31774,31.68266,59.9996,
363,U1485,A,14,H,CC,0.59,0.59,131.16,131.75,130.453,131,85A_14_cc-0_7803_01.$ls,8.26,8.31,55,4.1,1.15,8.31,52.8,34.1248,43.5909,53.0789,75.2015,96.1047,100,100,100,34.1248,61.9799,3.8953,
363,U1485,A,15,H,2,1.18,1.18,132.3,133.48,132.3,133.48,85A_15_2-0_7805_01.$ls,32.5,57.7,80,3.92,3.23,57.7,105,11.6172,14.922,19.1217,31.5482,54.95,97.5565,100,100,11.6172,43.3328,45.05,
363,U1485,A,15,H,3,1.26,1.26,133.48,134.74,133.48,134.74,85A_15_3-0_7806_01.$ls,30,57.9,88,4.34,2.46,57.9,108,14.1546,17.8993,22.1503,33.6683,54.3548,96.3971,100,100,14.1546,40.2002,45.6452,
363,U1485,A,15,H,4,1.42,1.42,134.74,136.16,134.74,136.16,85A_15_4-0_7807_01.$ls,31.1,58,80,4.17,2.76,58,107,13.0568,16.6542,20.8993,32.8413,54.4445,96.5851,100,100,13.0568,41.3877,45.5555,
363,U1485,A,15,H,5,1.3,1.3,136.16,137.46,136.16,137.46,85A_15_5-0_7808_01.$ls,30.5,58.5,88,4.22,2.61,58.5,105,13.6873,17.4083,21.6871,32.8717,53.9134,97.6313,100,100,13.6873,40.2261,46.0866,
363,U1485,A,15,H,6,1.44,1.44,137.46,138.9,137.46,138.9,85A_15_6-0_7809_01.$ls,27.6,55.3,88,4.53,2.18,55.3,107,15.8318,20.0238,24.4675,35.9053,56.2991,96.5696,100,100,15.8318,40.4673,43.7009,
363,U1485,A,15,H,CC,0.14,0.14,138.9,139.04,138.9,139.04,85A_15_cc-0_7810_01.$ls,27.8,52.9,88,4.27,2.45,52.9,102,14.4021,18.4712,23.4318,36.4055,58.4537,97.9951,100,100,14.4021,44.0516,41.5463,
363,U1485,A,16,H,1,0.2,0.2,140.5,140.7,140.5,140.7,85A_16_1-0_7961_01.$ls,3.43,2.47,5,3.03,0.76,3.48,16.2,54.636,67.4848,79.0217,99.9998,100,100,100,100,54.636,45.364,0,
363,U1485,A,16,H,2,1.41,1.41,140.7,142.11,140.7,142.11,85A_16_2-0_7963_01.$ls,2.96,3.19,4,2.64,0.76,3.19,10.6,58.5425,73.4058,88.3123,100,100,100,100,100,58.5425,41.4575,0,
363,U1485,A,16,H,3,1.35,1.35,142.11,143.46,142.11,143.46,85A_16_3-0_7964_01.$ls,4.71,4.62,4,3.6,0.839,4.62,30.5,45.7039,57.4387,68.6834,90.8573,100,100,100,100,45.7039,54.2961,0,
363,U1485,A,16,H,4,1.39,1.39,143.46,144.85,143.46,144.85,85A_16_4-0_7965_01.$ls,8.59,9.08,66,4.33,1.16,9.08,61.8,32.677,41.8534,51.6506,75.67,90.5474,100,100,100,32.677,57.8704,9.4526,
363,U1485,A,16,H,5,1.45,1.45,144.85,146.3,144.85,147.52,85A_16_5-0_7967_01.$ls,4.55,4.39,4,3.64,0.813,4.39,28.4,47.2312,58.899,69.6657,91.4799,99.9984,100,100,100,47.2312,52.7672,0.0016,
363,U1485,A,16,H,6,1.22,1.22,146.3,147.52,146.3,148.17,85A_16_6-0_7968_01.$ls,49.4,88.6,106,4.39,4.44,88.6,161,9.3373,12.1397,15.1737,22.745,33.1851,76.3833,100,100,9.3373,23.8478,66.8149,
363,U1485,A,16,H,7,0.65,0.65,147.52,148.17,147.52,148.77,85A_16_7-0_7969_01.$ls,25.2,52.4,97,5.13,1.94,52.4,114,17.3704,21.8511,26.6947,39.6361,56.5961,94.3402,100,100,17.3704,39.2257,43.4039,
363,U1485,A,16,H,8,0.6,0.6,148.17,148.77,148.17,148.83,85A_16_8-0_7970_01.$ls,38.1,67.2,88,4.15,3.88,67.2,119,10.192,12.902,16.4872,26.9965,46.31,92.36,100,100,10.192,36.118,53.69,
363,U1485,A,16,H,CC,0.06,0.06,148.77,148.83,148.77,151.44,85A_16_cc-0_7971_01.$ls,23.7,50.9,88,5.15,1.78,50.9,107,18.2753,22.7817,27.679,40.2427,58.0774,97.0026,100,100,18.2753,39.8021,41.9226,
363,U1485,A,17,H,1,1.44,1.44,150,151.44,150,152.55,85A_17_1-0_7971_01.$ls,28.9,63.4,91,5.26,2.1,63.9,127,16.3797,20.7167,25.3906,35.9216,49.4568,89.413,100,100,16.3797,33.0771,50.5432,
363,U1485,A,17,H,2,1.11,1.11,151.44,152.55,151.44,153.91,85A_17_2-0_7972_01.$ls,33.9,63.5,88,4.44,2.96,63.5,120,11.9624,15.4778,19.2787,30.6794,49.6408,92.0689,100,100,11.9624,37.6784,50.3592,
363,U1485,A,17,H,3,1.36,1.36,152.55,153.91,152.55,155.41,85A_17_3-0_7973_01.$ls,52.8,80.3,96,3.53,8.93,80.3,130,6.55599,8.34386,10.3912,16.8121,32.8718,87.8932,100,100,6.55599,26.31581,67.1282,
363,U1485,A,17,H,4,1.5,1.5,153.91,155.41,153.91,156.78,85A_17_4-0_7974_01.$ls,26.8,58.5,88,4.98,2.03,58.5,109,16.6194,20.8543,25.6127,36.9224,53.1006,96.5788,100,100,16.6194,36.4812,46.8994,
363,U1485,A,17,H,5,1.37,1.37,155.41,156.78,155.41,156.95,85A_17_5-0_7975_01.$ls,51.3,80.4,88,3.71,6.8,80.4,131,7.4248,9.38468,11.4935,17.6398,32.8992,87.409,100,100,7.4248,25.4744,67.1008,
363,U1485,A,17,H,CC,0.17,0.17,156.78,156.95,156.78,160.81,85A_17_cc-0_7976_01.$ls,39.6,70.7,88,4.18,3.95,70.7,122,10.078,13.098,16.3427,25.4042,43.0863,91.3642,100,100,10.078,33.0083,56.9137,
363,U1485,A,18,H,1,1.31,1.31,159.5,160.81,159.5,162.01,85A_18_1-0_7977_01.$ls,26.2,50.5,96,4.8,2.19,50.5,112,15.6134,19.8216,24.9974,39.4552,58.1478,94.8871,100,100,15.6134,42.5344,41.8522,
363,U1485,A,18,H,2,1.2,1.2,160.81,162.01,160.81,163.22,85A_18_2-0_7978_01.$ls,26.7,59.2,96,5.08,1.99,59.2,111,16.7601,21.0145,25.8345,37.1114,52.4311,96.166,100,100,16.7601,35.671,47.5689,
363,U1485,A,18,H,3,1.21,1.21,162.01,163.22,162.01,164.69,85A_18_3-0_7979_01.$ls,17.4,29.6,88,5.36,1.5,29.6,101,22.6742,28.9275,35.6639,50.9089,67.0103,97.7872,100,100,22.6742,44.3361,32.9897,
363,U1485,A,18,H,4,1.47,1.47,163.22,164.69,163.22,166.19,85A_18_4-0_7980_01.$ls,8.41,8.15,73,4.94,0.985,8.15,69.7,35.6808,44.5529,53.0342,71.4314,86.7259,99.9959,100,100,35.6808,51.0451,13.2741,
363,U1485,A,18,H,5,1.5,1.5,164.69,166.19,164.69,167.68,85A_18_5-0_7981_01.$ls,6.32,6.23,46,4.09,0.935,6.23,43.7,38.9348,49.1076,59.5146,82.189,99.6026,100,100,100,38.9348,60.6678,0.3974,
363,U1485,A,18,H,6,1.49,1.49,166.19,167.68,166.19,168.52,85A_18_6-0_7982_01.$ls,10.7,12.5,73,4.91,1.18,12.4,74.3,29.8101,38.0221,46.3951,65.3468,83.5118,99.9925,100,100,29.8101,53.7017,16.4882,
363,U1485,A,18,H,7,0.84,0.84,167.68,168.52,167.68,168.75,85A_18_7-0_7983_01.$ls,11.1,13.6,73,4.89,1.2,13.6,74.9,28.7235,36.4223,44.5552,64.8782,83.3223,99.991,100,100,28.7235,54.5988,16.6777,
363,U1485,A,18,H,CC,0.23,0.23,168.52,168.75,168.52,170.267,85A_18_cc-0_7984_01.$ls,3.85,4.06,18,3.08,0.806,4.06,17,49.494,62.3298,74.8589,100,100,100,100,100,49.494,50.506,0,
363,U1485,A,19,H,1,1.32,1.32,169,170.32,169,171.639,85A_19_1-0_7985_01.$ls,5.6,5.43,4,3.93,0.889,5.43,39.4,41.6471,52.5976,63.513,86.1082,99.7102,100,100,100,41.6471,58.0631,0.2898,
363,U1485,A,19,H,2,1.43,1.43,170.32,171.75,170.267,173.011,85A_19_2-0_7987_01.$ls,3.07,3.25,4,2.9,0.707,3.25,13.5,56.9178,70.4947,83.8966,100,100,100,100,100,56.9178,43.0822,0,
363,U1485,A,19,H,3,1.43,1.43,171.75,173.18,171.639,174.412,85A_19_3-0_7988_01.$ls,5.67,5.42,46,4.05,0.871,5.42,41.1,42.1445,52.4716,62.7236,84.7076,99.6769,100,100,100,42.1445,57.5324,0.3231,
363,U1485,A,19,H,4,1.46,1.46,173.18,174.64,173.011,175.852,85A_19_4-0_7989_01.$ls,5.58,5.13,50,4.17,0.845,5.13,44.1,43.4206,53.8193,63.4623,83.6173,98.7912,100,100,100,43.4206,55.3706,1.2088,
363,U1485,A,19,H,5,1.5,1.5,174.64,176.14,174.412,177.041,85A_19_5-0_7990_01.$ls,2.87,3.07,4,2.71,0.713,3.07,10.9,59.2571,73.1344,87.6426,100,100,100,100,100,59.2571,40.7429,0,
363,U1485,A,19,H,6,1.24,1.24,176.14,177.38,175.852,178.011,85A_19_6-0_7991_01.$ls,3.46,3.62,16,3.05,0.742,3.62,16,53.1158,65.7392,78.3961,100,100,100,100,100,53.1158,46.8842,0,
363,U1485,A,19,H,7,1.01,1.01,177.38,178.39,177.041,178.5,85A_19_7-0_7992_01.$ls,3.57,3.61,18,3.05,0.785,3.61,16.8,53.297,65.8435,77.46,100,100,100,100,100,53.297,46.703,0,
363,U1485,A,19,H,CC,0.51,0.51,178.39,178.9,178.011,179.21,85A_19_cc-0_7993_01.$ls,3.5,3.54,18,3.04,0.771,3.54,16.7,53.8873,66.6364,78.3916,100,100,100,100,100,53.8873,46.1127,0,
363,U1485,A,20,H,1,0.71,0.71,178.5,179.21,178.5,180.1,85A_20_1-0_7994_01.$ls,3.59,3.69,18,2.99,0.803,3.69,16.6,52.7043,66.0223,78.3975,100,100,100,100,100,52.7043,47.2957,0,
363,U1485,A,20,H,2,0.89,0.89,179.21,180.1,179.21,181.24,85A_20_2-0_7995_01.$ls,2.83,2.97,4,2.68,0.732,2.97,10.7,60.8956,75.1557,88.6752,100,100,100,100,100,60.8956,39.1044,0,
363,U1485,A,20,H,3,1.14,1.14,180.1,181.24,180.1,182.15,85A_20_3-0_7996_01.$ls,3.43,3.43,16,3.08,0.751,3.43,16.5,54.7719,66.8934,78.127,100,100,100,100,100,54.7719,45.2281,0,
363,U1485,A,20,H,4,0.91,0.91,181.24,182.15,181.24,183.52,85A_20_4-0_7997_01.$ls,2.88,3.03,4,2.7,0.727,3.03,11,59.8465,73.5048,87.2413,100,100,100,100,100,59.8465,40.1535,0,
363,U1485,A,20,H,5,1.37,1.37,182.15,183.52,182.15,184.91,85A_20_5-0_7998_01.$ls,5.18,4.75,4,4.08,0.829,4.75,41.1,45.3787,55.8262,65.6954,86.0451,98.9011,100,100,100,45.3787,53.5224,1.0989,
363,U1485,A,20,H,6,1.39,1.39,183.52,184.91,183.52,185.94,85A_20_6-0_7999_01.$ls,5.44,5.41,42,3.88,0.864,5.41,36,42.2969,52.5252,63.1776,87.3165,99.9975,100,100,100,42.2969,57.7006,0.0025,
363,U1485,A,20,H,7,1.03,1.03,184.91,185.94,184.91,186.31,85A_20_7-0_8000_01.$ls,6.38,6.1,50,4.11,0.965,6.1,45.9,39.3645,49.6155,59.795,82.1423,98.6127,100,100,100,39.3645,59.2482,1.3873,
363,U1485,A,20,H,CC,0.37,0.37,185.94,186.31,185.94,189.149,85A_20_cc-0_8001_01.$ls,11.2,13.4,73,4.99,1.17,13.4,78,29.5412,37.2129,45.2835,64.297,81.222,99.9879,100,100,29.5412,51.6808,18.778,
363,U1485,A,21,F,2,1.29,1.29,189.23,190.52,189.149,191.766,85A_21_2-0_8053_01.$ls,5.43,5.35,4,3.26,1.06,5.35,28,41.1115,53.3852,66.3985,91.6838,99.9984,100,100,100,41.1115,58.8869,0.0016,
363,U1485,A,21,F,3,1.51,1.51,190.52,192.03,190.355,192.551,85A_21_3-0_8054_01.$ls,4.83,4.68,4,3.21,0.99,4.68,22.7,45.0701,57.4086,69.9691,93.6718,99.9989,100,100,100,45.0701,54.9288,0.0011,
363,U1485,A,21,F,4,0.84,0.84,192.03,192.87,191.766,192.7,85A_21_4-0_8055_01.$ls,3.88,3.83,16,2.93,0.887,3.83,16.9,51.4117,64.4092,75.69,99.007,100,100,100,100,51.4117,48.5883,0,
363,U1485,A,22,F,1,1.5,1.5,192.7,194.2,192.7,195.373,85A_22_1-0_8057_01.$ls,3.81,2.99,16,2.51,0.824,3.14,10.4,58.6178,73.5086,88.9242,100,100,100,100,100,58.6178,41.3822,0,
363,U1485,A,21,F,CC,0.16,0.16,192.87,193.03,192.551,194.127,85A_21_cc-0_8056_01.$ls,3.81,3.93,16,2.77,0.913,3.93,15.7,50.5775,64.4364,78.2188,100,100,100,100,100,50.5775,49.4225,0,
363,U1485,A,22,F,2,1.31,1.31,194.2,195.51,194.127,196.429,85A_22_2-0_8058_01.$ls,7,7.72,15,3.36,1.22,7.72,33.4,33.305,43.6414,55.9157,88.6651,99.999,100,100,100,33.305,66.694,0.001,
363,U1485,A,22,F,3,1.11,1.11,195.51,196.62,195.373,197.181,85A_22_3-0_8059_01.$ls,18.2,21.8,106,4.41,2.17,21.8,111,18.5119,25.1664,33.9306,58.7206,72.039,94.6285,100,100,18.5119,53.5271,27.961,
363,U1485,A,22,F,4,0.79,0.79,196.62,197.41,196.429,197.4,85A_22_4-0_8062_01.$ls,13.8,17.6,80,4.89,1.35,17.6,82.6,27.2392,34.4572,41.2494,57.1496,75.3319,99.9828,100,100,27.2392,48.0927,24.6681,
363,U1485,A,23,F,1,0.28,0.28,197.4,197.68,197.4,199.09,85A_23_1-0_8064_01.$ls,6.09,5.98,42,3.58,1.05,5.98,36.2,39.7438,50.0818,60.86,87.0333,99.9973,100,100,100,39.7438,60.2535,0.0027,
363,U1485,A,22,F,CC,0.23,0.23,197.41,197.64,197.181,197.68,85A_22_cc-0_8063_01.$ls,4.83,4.44,4,3.44,0.933,4.44,31,46.8934,58.3841,68.5832,90.5681,100,100,100,100,46.8934,53.1066,0,
363,U1485,A,23,F,2,1.41,1.41,197.68,199.09,197.68,200.26,85A_23_2-0_8065_01.$ls,7.16,7.07,50,3.87,1.1,7.07,46.4,36.5768,46.4086,56.761,81.0089,98.5982,100,100,100,36.5768,62.0214,1.4018,
363,U1485,A,23,F,3,1.17,1.17,199.09,200.26,199.09,201.68,85A_23_3-0_8066_01.$ls,4.05,4.11,16,2.92,0.911,4.11,17.2,49.148,61.519,74.0088,99.9991,100,100,100,100,49.148,50.852,0,
363,U1485,A,23,F,4,1.42,1.42,200.26,201.68,200.26,201.81,85A_23_4-0_8067_01.$ls,3.94,3.89,16,3,0.877,3.89,17.7,50.8417,62.8007,74.1442,99.9117,100,100,100,100,50.8417,49.1583,0,
363,U1485,A,23,F,CC,0.13,0.13,201.68,201.81,201.68,203.373,85A_23_cc-0_8068_01.$ls,3.96,4.08,16,2.91,0.887,4.08,16.8,49.3766,61.9144,74.7011,100,100,100,100,100,49.3766,50.6234,0,
363,U1485,A,24,F,1,1.37,1.37,202.1,203.47,202.1,204.682,85A_24_1-0_8069_01.$ls,3.8,3.94,16,2.86,0.871,3.94,16,50.4571,63.1827,76.5169,100,100,100,100,100,50.4571,49.5429,0,
363,U1485,A,24,F,2,1.41,1.41,203.47,204.88,203.373,205.927,85A_24_2-0_8070_01.$ls,4.99,4.95,16,3.28,0.967,4.95,24.6,43.6669,55.5331,67.8148,93.0771,100,100,100,100,43.6669,56.3331,0,
363,U1485,A,24,F,3,1.34,1.34,204.88,206.22,204.682,206.614,85A_24_3-0_8071_01.$ls,4.22,4.39,18,2.95,0.917,4.39,17.6,47.2084,59.2866,72.085,100,100,100,100,100,47.2084,52.7916,0,
363,U1485,A,24,F,4,0.74,0.74,206.22,206.96,205.927,206.8,85A_24_4-0_8072_01.$ls,5.09,4.93,4,3.18,1.05,4.93,25.4,43.2474,56.0736,68.588,92.7222,100,100,100,100,43.2474,56.7526,0,
363,U1485,A,25,F,1,1.55,1.55,206.8,208.35,206.8,209.484,85A_25_1-0_8074_01.$ls,6.2,6.05,15,3.71,1.02,6.05,39.9,39.4703,49.8122,60.7891,85.5059,99.6977,100,100,100,39.4703,60.2274,0.3023,
363,U1485,A,24,F,CC,0.2,0.2,206.96,207.16,206.614,208.302,85A_24_cc-0_8073_01.$ls,3.19,3.42,6,2.61,0.769,3.42,11.7,54.7688,69.9225,86.2087,100,100,100,100,100,54.7688,45.2312,0,
363,U1485,A,25,F,2,1.22,1.22,208.35,209.57,208.302,210.579,85A_25_2-0_8075_01.$ls,5.19,5,4,3.34,1,5,29.1,43.2744,55.1864,67.1503,91.3339,99.9985,100,100,100,43.2744,56.7241,0.0015,
363,U1485,A,25,F,3,1.13,1.13,209.57,210.7,209.484,211.238,85A_25_3-0_8076_01.$ls,5.39,4.91,15,3.78,0.922,4.91,38.6,44.4122,55.0976,65.3302,87.0756,98.1216,100,100,100,44.4122,53.7094,1.8784,
363,U1485,A,25,F,4,0.68,0.68,210.7,211.38,210.579,211.5,85A_25_4-0_8077_01.$ls,3.62,3.67,16,2.82,0.863,3.67,15.7,52.8125,66.0947,78.8609,100,100,100,100,100,52.8125,47.1875,0,
363,U1485,A,25,F,CC,0.27,0.27,211.38,211.65,211.238,212.183,85A_25_cc-0_8078_01.$ls,4.48,4.31,15,3.27,0.901,4.31,21.8,47.729,59.6137,71.1502,93.7175,100,100,100,100,47.729,52.271,0,
363,U1485,A,26,F,1,0.76,0.76,211.5,212.26,211.5,213.432,85A_26_1-0_8079_01.$ls,4,4.03,16,2.95,0.891,4.03,17.3,49.793,62.0171,74.132,99.9983,100,100,100,100,49.793,50.207,0,
363,U1485,A,26,F,2,1.39,1.39,212.26,213.65,212.183,214.753,85A_26_2-0_8080_01.$ls,4.64,4.42,4,3.31,0.926,4.42,24,46.9648,58.925,70.4911,92.923,99.9988,100,100,100,46.9648,53.034,0.0012,
363,U1485,A,26,F,3,1.47,1.47,213.65,215.12,213.432,216.002,85A_26_3-0_8081_01.$ls,4.96,4.76,16,3.41,0.937,4.78,29.9,44.8813,56.2703,67.8873,91.1391,100,100,100,100,44.8813,55.1187,0,
363,U1485,A,26,F,4,1.39,1.39,215.12,216.51,214.753,216.2,85A_26_4-0_8083_01.$ls,4.67,4.55,4,3.23,0.945,4.55,22.4,41.1006,53.3056,66.0623,91.2328,99.9984,100,100,100,41.1006,58.8978,0.0016,
363,U1485,A,27,F,1,1.46,1.46,216.2,217.66,216.2,218.964,85A_27_1-0_8085_01.$ls,4.65,4.55,4,3.08,1,4.55,20.1,45.6827,58.9036,71.8386,94.7727,100,100,100,100,45.6827,54.3173,0,
363,U1485,A,26,F,CC,0.22,0.22,216.51,216.73,216.002,217.572,85A_26_cc-0_8084_01.$ls,4.39,4.22,16,3.02,0.944,4.42,18.4,46.028,58.1905,70.428,93.796,100,100,100,100,46.028,53.972,0,
363,U1485,A,27,F,2,1.48,1.48,217.66,219.14,217.572,220.016,85A_27_2-0_8086_01.$ls,4.55,4.79,18,2.87,1.01,4.79,18,44.2186,57.2355,71.1942,99.9976,100,100,100,100,44.2186,55.7814,0,
363,U1485,A,27,F,3,1.12,1.12,219.14,220.26,218.964,220.684,85A_27_3-0_8087_01.$ls,5.68,5.77,5,3.15,1.14,5.77,26.2,38.3218,51.2555,65.9635,92.2684,99.937,100,100,100,38.3218,61.6152,0.063,
363,U1485,A,27,F,4,0.71,0.71,220.26,220.97,220.016,220.9,85A_27_4-0_8088_01.$ls,4.78,4.68,4,3.21,0.969,4.68,22.1,45.0691,57.5071,70.0547,93.9871,99.9992,100,100,100,45.0691,54.9301,0.0008,
363,U1485,A,28,F,1,1.47,1.47,220.9,222.37,220.9,223.716,85A_28_1-0_8091_01.$ls,4.52,4.43,4,3.15,0.945,4.43,20.4,46.7661,59.4155,71.9271,94.9911,100,100,100,100,46.7661,53.2339,0,
363,U1485,A,27,F,CC,0.23,0.23,220.97,221.2,220.684,222.328,85A_27_cc-0_8089_01.$ls,4.91,4.83,4,3.24,0.975,4.83,24,44.1806,56.517,69.091,93.1091,100,100,100,100,44.1806,55.8194,0,
363,U1485,A,28,F,2,1.43,1.43,222.37,223.8,222.328,224.726,85A_28_2-0_8092_01.$ls,4.12,4.21,16,2.88,0.94,4.21,17.2,48.3255,61.3554,74.4155,99.9991,100,100,100,100,48.3255,51.6745,0,
363,U1485,A,28,F,3,1.04,1.04,223.8,224.84,223.716,225.386,85A_28_3-0_8093_01.$ls,4.59,4.48,4,3.16,0.958,4.48,20.8,46.3301,59.1267,71.5933,94.348,100,100,100,100,46.3301,53.6699,0,
363,U1485,A,28,F,4,0.68,0.68,224.84,225.52,224.726,225.6,85A_28_4-0_8094_01.$ls,3.65,3.85,15,2.65,0.918,3.85,14,51.3159,65.8406,81.255,100,100,100,100,100,51.3159,48.6841,0,
363,U1485,A,28,F,CC,0.22,0.22,225.52,225.74,225.386,226.32,85A_28_cc-0_8095_01.$ls,4.14,4.33,18,2.92,0.91,4.33,17.2,47.6263,59.9882,73.2889,100,100,100,100,100,47.6263,52.3737,0,
363,U1485,A,29,F,1,0.72,0.72,225.6,226.32,225.6,227.05,85A_29_1-0_8096_01.$ls,4.17,4.26,18,2.97,0.911,4.26,17.9,48.0904,59.9956,72.5985,99.995,100,100,100,100,48.0904,51.9096,0,
363,U1485,A,29,F,2,0.73,0.73,226.32,227.05,226.32,228.46,85A_29_2-0_8097_01.$ls,3.85,3.82,16,2.94,0.877,3.82,17.1,51.3987,63.5269,75.3698,99.9984,100,100,100,100,51.3987,48.6013,0,
363,U1485,A,29,F,3,1.31,1.41,227.05,228.46,227.05,229.11,85A_29_3-0_8098_01.$ls,3.89,3.79,16,3.01,0.874,3.79,17.5,51.7203,63.9391,74.915,98.5597,100,100,100,100,51.7203,48.2797,0,
363,U1485,A,29,F,4,0.75,0.65,228.46,229.11,228.46,229.91,85A_29_4-0_8099_01.$ls,4.23,4.16,18,3.05,0.913,4.17,18.7,48.8043,60.0316,71.2225,99.8901,100,100,100,100,48.8043,51.1957,0,
363,U1485,A,29,F,5,0.8,0.8,229.11,229.91,229.11,230.2,85A_29_5-0_8100_01.$ls,5.37,5.33,16,3.39,0.998,5.33,29.1,42.5236,52.9151,64.0617,91.8677,100,100,100,100,42.5236,57.4764,0,
363,U1485,A,29,F,CC,0.29,0.29,229.91,230.2,229.91,231.75,85A_29_cc-0_8101_01.$ls,4.97,4.89,18,3.27,0.966,4.89,22.2,44.4263,55.3857,65.9259,95.1928,100,100,100,100,44.4263,55.5737,0,
363,U1485,A,30,F,1,1.45,1.45,230.3,231.75,230.3,233.22,85A_30_1-0_8102_01.$ls,4.35,4.21,16,3.16,0.909,4.21,19.5,48.3842,60.7108,71.5734,96.2578,100,100,100,100,48.3842,51.6158,0,
363,U1485,A,30,F,2,1.47,1.47,231.75,233.22,231.75,234.05,85A_30_2-0_8104_01.$ls,4.28,4.29,18,2.92,0.966,4.29,17.9,47.826,59.9193,71.9416,100,100,100,100,100,47.826,52.174,0,
363,U1485,A,30,F,3,0.83,0.83,233.22,234.05,233.22,234.6,85A_30_3-0_8105_01.$ls,3.64,3.73,15,2.7,0.912,3.73,14.4,52.3599,65.7392,79.6237,100,100,100,100,100,52.3599,47.6401,0,
363,U1485,A,30,F,4,0.55,0.55,234.05,234.6,234.05,234.82,85A_30_4-0_8106_01.$ls,5.02,5.26,18,2.98,1.06,5.26,20,42.0488,53.6646,66.1317,99.9471,100,100,100,100,42.0488,57.9512,0,
363,U1485,A,30,F,CC,0.22,0.22,234.6,234.82,234.6,236.259,85A_30_cc-0_8107_01.$ls,5.19,5.5,18,3.02,1.07,5.5,20.7,41.1015,52.3625,64.7066,99.725,100,100,100,100,41.1015,58.8985,0,
363,U1485,A,31,F,1,1.38,1.38,235,236.38,235,237.546,85A_31_1-0_8108_01.$ls,5.76,5.51,16,3.64,0.996,5.51,35.1,42.14,51.8955,61.6994,88.1898,99.846,100,100,100,42.14,57.706,0.154,
363,U1485,A,31,F,2,1.41,1.41,236.38,237.79,236.259,238.733,85A_31_2-0_8109_01.$ls,3.3,3.39,12,2.61,0.862,3.39,12,55.4946,68.2427,82.907,100,100,100,100,100,55.4946,44.5054,0,
363,U1485,A,31,F,3,1.3,1.3,237.79,239.09,237.546,239.435,85A_31_3-0_8110_01.$ls,5.93,5.61,15,3.81,0.971,5.61,38.3,42.2218,51.3555,60.3543,86.2597,99.3573,100,100,100,42.2218,57.1355,0.6427,
363,U1485,A,31,F,4,0.77,0.77,239.09,239.86,238.733,239.7,85A_31_4-0_8111_01.$ls,6.18,6.01,16,3.64,1.06,6.01,37,40.2262,49.958,59.7969,86.8328,99.8116,100,100,100,40.2262,59.5854,0.1884,
363,U1485,A,32,F,1,1.4,1.4,239.7,241.1,239.7,242.298,85A_32_1-0_8113_01.$ls,4.67,4.59,15,3.2,0.95,4.59,21.3,45.8428,57.7923,69.9857,94.6687,100,100,100,100,45.8428,54.1572,0,
363,U1485,A,31,F,CC,0.29,0.29,239.86,240.15,239.435,241.008,85A_31_cc-0_8112_01.$ls,6.11,6.16,16,3.47,1.09,6.16,33.3,39.1683,49.3405,60.2033,89.0911,99.9983,100,100,100,39.1683,60.83,0.0017,
363,U1485,A,32,F,2,1.38,1.38,241.1,242.48,241.008,243.447,85A_32_2-0_8115_01.$ls,3.71,3.74,16,2.87,0.864,3.74,16.1,52.2066,65.3565,77.0357,100,100,100,100,100,52.2066,47.7934,0,
363,U1485,A,32,F,3,1.23,1.23,242.48,243.71,242.298,243.821,85A_32_3-0_8116_01.$ls,3.91,3.9,16,2.83,0.93,3.9,16.5,50.8519,64.1616,76.1417,100,100,100,100,100,50.8519,49.1481,0,
